Date,Country,Region,FuelType,Price,RowId
7/19/2021,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,1.5,19629
7/19/2021,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,52.7,19630
7/19/2021,Japan,Asia,Geopolitical_Risk_Index,21.8,19631
7/19/2021,Japan,Asia,Tax_Rate_on_Fuel (%),30,19632
7/26/2021,Japan,Asia,Petrol_Price_USD_per_Liter,0.852,19633
7/26/2021,Japan,Asia,Diesel_Price_USD_per_Liter,0.757,19634
7/26/2021,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,1.842,19635
7/26/2021,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,52.42,19636
7/26/2021,Japan,Asia,Geopolitical_Risk_Index,25.8,19637
7/26/2021,Japan,Asia,Tax_Rate_on_Fuel (%),30,19638
8/2/2021,Japan,Asia,Petrol_Price_USD_per_Liter,0.765,19639
8/2/2021,Japan,Asia,Diesel_Price_USD_per_Liter,0.682,19640
8/2/2021,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,1.711,19641
8/2/2021,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,47.92,19642
8/2/2021,Japan,Asia,Geopolitical_Risk_Index,28.7,19643
8/2/2021,Japan,Asia,Tax_Rate_on_Fuel (%),30,19644
8/9/2021,Japan,Asia,Petrol_Price_USD_per_Liter,0.83,19645
8/9/2021,Japan,Asia,Diesel_Price_USD_per_Liter,0.707,19646
8/9/2021,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,1.5,19647
8/9/2021,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,50.11,19648
8/9/2021,Japan,Asia,Geopolitical_Risk_Index,20.5,19649
8/9/2021,Japan,Asia,Tax_Rate_on_Fuel (%),30,19650
8/16/2021,Japan,Asia,Petrol_Price_USD_per_Liter,0.815,19651
8/16/2021,Japan,Asia,Diesel_Price_USD_per_Liter,0.72,19652
8/16/2021,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,1.5,19653
8/16/2021,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,51.23,19654
8/16/2021,Japan,Asia,Geopolitical_Risk_Index,20.7,19655
8/16/2021,Japan,Asia,Tax_Rate_on_Fuel (%),30,19656
8/23/2021,Japan,Asia,Petrol_Price_USD_per_Liter,0.721,19657
8/23/2021,Japan,Asia,Diesel_Price_USD_per_Liter,0.642,19658
8/23/2021,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,1.593,19659
8/23/2021,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,45.16,19660
8/23/2021,Japan,Asia,Geopolitical_Risk_Index,29.1,19661
8/23/2021,Japan,Asia,Tax_Rate_on_Fuel (%),30,19662
8/30/2021,Japan,Asia,Petrol_Price_USD_per_Liter,0.75,19663
8/30/2021,Japan,Asia,Diesel_Price_USD_per_Liter,0.648,19664
8/30/2021,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,1.5,19665
8/30/2021,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,45.53,19666
8/30/2021,Japan,Asia,Geopolitical_Risk_Index,27.6,19667
8/30/2021,Japan,Asia,Tax_Rate_on_Fuel (%),30,19668
9/6/2021,Japan,Asia,Petrol_Price_USD_per_Liter,0.751,19669
9/6/2021,Japan,Asia,Diesel_Price_USD_per_Liter,0.672,19670
9/6/2021,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,1.5,19671
9/6/2021,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,46.14,19672
9/6/2021,Japan,Asia,Geopolitical_Risk_Index,29.2,19673
9/6/2021,Japan,Asia,Tax_Rate_on_Fuel (%),30,19674
9/13/2021,Japan,Asia,Petrol_Price_USD_per_Liter,0.739,19675
9/13/2021,Japan,Asia,Diesel_Price_USD_per_Liter,0.673,19676
9/13/2021,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,1.715,19677
9/13/2021,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,47.79,19678
9/13/2021,Japan,Asia,Geopolitical_Risk_Index,29.8,19679
9/13/2021,Japan,Asia,Tax_Rate_on_Fuel (%),30,19680
9/20/2021,Japan,Asia,Petrol_Price_USD_per_Liter,0.793,19681
9/20/2021,Japan,Asia,Diesel_Price_USD_per_Liter,0.7,19682
9/20/2021,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,1.707,19683
9/20/2021,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,48.67,19684
9/20/2021,Japan,Asia,Geopolitical_Risk_Index,22,19685
9/20/2021,Japan,Asia,Tax_Rate_on_Fuel (%),30,19686
9/27/2021,Japan,Asia,Petrol_Price_USD_per_Liter,0.75,19687
9/27/2021,Japan,Asia,Diesel_Price_USD_per_Liter,0.681,19688
9/27/2021,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,1.731,19689
9/27/2021,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,48.11,19690
9/27/2021,Japan,Asia,Geopolitical_Risk_Index,28.9,19691
9/27/2021,Japan,Asia,Tax_Rate_on_Fuel (%),30,19692
10/4/2021,Japan,Asia,Petrol_Price_USD_per_Liter,0.781,19693
10/4/2021,Japan,Asia,Diesel_Price_USD_per_Liter,0.698,19694
10/4/2021,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,1.749,19695
10/4/2021,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,49.11,19696
10/4/2021,Japan,Asia,Geopolitical_Risk_Index,22.9,19697
10/4/2021,Japan,Asia,Tax_Rate_on_Fuel (%),30,19698
10/11/2021,Japan,Asia,Petrol_Price_USD_per_Liter,0.752,19699
10/11/2021,Japan,Asia,Diesel_Price_USD_per_Liter,0.634,19700
10/11/2021,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,1.5,19701
10/11/2021,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,46.48,19702
10/11/2021,Japan,Asia,Geopolitical_Risk_Index,20.4,19703
10/11/2021,Japan,Asia,Tax_Rate_on_Fuel (%),30,19704
10/18/2021,Japan,Asia,Petrol_Price_USD_per_Liter,0.782,19705
10/18/2021,Japan,Asia,Diesel_Price_USD_per_Liter,0.671,19706
10/18/2021,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,1.659,19707
10/18/2021,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,47.47,19708
10/18/2021,Japan,Asia,Geopolitical_Risk_Index,25.8,19709
10/18/2021,Japan,Asia,Tax_Rate_on_Fuel (%),30,19710
10/25/2021,Japan,Asia,Petrol_Price_USD_per_Liter,0.733,19711
10/25/2021,Japan,Asia,Diesel_Price_USD_per_Liter,0.622,19712
10/25/2021,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,1.5,19713
10/25/2021,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,45.14,19714
10/25/2021,Japan,Asia,Geopolitical_Risk_Index,26.7,19715
10/25/2021,Japan,Asia,Tax_Rate_on_Fuel (%),30,19716
11/1/2021,Japan,Asia,Petrol_Price_USD_per_Liter,0.795,19717
11/1/2021,Japan,Asia,Diesel_Price_USD_per_Liter,0.675,19718
11/1/2021,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,1.718,19719
11/1/2021,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,49.01,19720
11/1/2021,Japan,Asia,Geopolitical_Risk_Index,22.5,19721
11/1/2021,Japan,Asia,Tax_Rate_on_Fuel (%),30,19722
11/8/2021,Japan,Asia,Petrol_Price_USD_per_Liter,0.765,19723
11/8/2021,Japan,Asia,Diesel_Price_USD_per_Liter,0.694,19724
11/8/2021,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,1.5,19725
11/8/2021,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,48.62,19726
11/8/2021,Japan,Asia,Geopolitical_Risk_Index,22.6,19727
11/8/2021,Japan,Asia,Tax_Rate_on_Fuel (%),30,19728
11/15/2021,Japan,Asia,Petrol_Price_USD_per_Liter,0.791,19729
11/15/2021,Japan,Asia,Diesel_Price_USD_per_Liter,0.698,19730
11/15/2021,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,1.5,19731
11/15/2021,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,49.76,19732
11/15/2021,Japan,Asia,Geopolitical_Risk_Index,29.2,19733
11/15/2021,Japan,Asia,Tax_Rate_on_Fuel (%),30,19734
11/22/2021,Japan,Asia,Petrol_Price_USD_per_Liter,0.788,19735
11/22/2021,Japan,Asia,Diesel_Price_USD_per_Liter,0.702,19736
11/22/2021,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,1.507,19737
11/22/2021,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,49.72,19738
11/22/2021,Japan,Asia,Geopolitical_Risk_Index,21.3,19739
11/22/2021,Japan,Asia,Tax_Rate_on_Fuel (%),30,19740
11/29/2021,Japan,Asia,Petrol_Price_USD_per_Liter,0.867,19741
11/29/2021,Japan,Asia,Diesel_Price_USD_per_Liter,0.768,19742
11/29/2021,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,1.5,19743
11/29/2021,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,54.22,19744
11/29/2021,Japan,Asia,Geopolitical_Risk_Index,26.2,19745
11/29/2021,Japan,Asia,Tax_Rate_on_Fuel (%),30,19746
12/6/2021,Japan,Asia,Petrol_Price_USD_per_Liter,0.888,19747
12/6/2021,Japan,Asia,Diesel_Price_USD_per_Liter,0.804,19748
12/6/2021,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,1.5,19749
12/6/2021,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,55.91,19750
12/6/2021,Japan,Asia,Geopolitical_Risk_Index,27.1,19751
12/6/2021,Japan,Asia,Tax_Rate_on_Fuel (%),30,19752
12/13/2021,Japan,Asia,Petrol_Price_USD_per_Liter,0.846,19753
12/13/2021,Japan,Asia,Diesel_Price_USD_per_Liter,0.749,19754
12/13/2021,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,1.5,19755
12/13/2021,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,53.05,19756
12/13/2021,Japan,Asia,Geopolitical_Risk_Index,28.2,19757
12/13/2021,Japan,Asia,Tax_Rate_on_Fuel (%),30,19758
12/20/2021,Japan,Asia,Petrol_Price_USD_per_Liter,0.972,19759
12/20/2021,Japan,Asia,Diesel_Price_USD_per_Liter,0.859,19760
12/20/2021,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,1.93,19761
12/20/2021,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,59.43,19762
12/20/2021,Japan,Asia,Geopolitical_Risk_Index,21.2,19763
12/20/2021,Japan,Asia,Tax_Rate_on_Fuel (%),30,19764
12/27/2021,Japan,Asia,Petrol_Price_USD_per_Liter,0.911,19765
12/27/2021,Japan,Asia,Diesel_Price_USD_per_Liter,0.838,19766
12/27/2021,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,2.016,19767
12/27/2021,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,58.45,19768
12/27/2021,Japan,Asia,Geopolitical_Risk_Index,28.9,19769
12/27/2021,Japan,Asia,Tax_Rate_on_Fuel (%),30,19770
1/3/2022,Japan,Asia,Petrol_Price_USD_per_Liter,0.931,19771
1/3/2022,Japan,Asia,Diesel_Price_USD_per_Liter,0.848,19772
1/3/2022,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,1.721,19773
1/3/2022,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,58.79,19774
1/3/2022,Japan,Asia,Geopolitical_Risk_Index,23.5,19775
1/3/2022,Japan,Asia,Tax_Rate_on_Fuel (%),30,19776
1/10/2022,Japan,Asia,Petrol_Price_USD_per_Liter,0.919,19777
1/10/2022,Japan,Asia,Diesel_Price_USD_per_Liter,0.838,19778
1/10/2022,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,1.779,19779
1/10/2022,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,59.72,19780
1/10/2022,Japan,Asia,Geopolitical_Risk_Index,21.5,19781
1/10/2022,Japan,Asia,Tax_Rate_on_Fuel (%),30,19782
1/17/2022,Japan,Asia,Petrol_Price_USD_per_Liter,1.007,19783
1/17/2022,Japan,Asia,Diesel_Price_USD_per_Liter,0.873,19784
1/17/2022,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,1.501,19785
1/17/2022,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,61.35,19786
1/17/2022,Japan,Asia,Geopolitical_Risk_Index,29,19787
1/17/2022,Japan,Asia,Tax_Rate_on_Fuel (%),30,19788
1/24/2022,Japan,Asia,Petrol_Price_USD_per_Liter,0.974,19789
1/24/2022,Japan,Asia,Diesel_Price_USD_per_Liter,0.855,19790
1/24/2022,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,2.039,19791
1/24/2022,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,61.44,19792
1/24/2022,Japan,Asia,Geopolitical_Risk_Index,29.4,19793
1/24/2022,Japan,Asia,Tax_Rate_on_Fuel (%),30,19794
1/31/2022,Japan,Asia,Petrol_Price_USD_per_Liter,1.009,19795
1/31/2022,Japan,Asia,Diesel_Price_USD_per_Liter,0.843,19796
1/31/2022,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,2.161,19797
1/31/2022,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,62.21,19798
1/31/2022,Japan,Asia,Geopolitical_Risk_Index,29,19799
1/31/2022,Japan,Asia,Tax_Rate_on_Fuel (%),30,19800
2/7/2022,Japan,Asia,Petrol_Price_USD_per_Liter,1.024,19801
2/7/2022,Japan,Asia,Diesel_Price_USD_per_Liter,0.88,19802
2/7/2022,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,1.754,19803
2/7/2022,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,64.35,19804
2/7/2022,Japan,Asia,Geopolitical_Risk_Index,26.5,19805
2/7/2022,Japan,Asia,Tax_Rate_on_Fuel (%),30,19806
2/14/2022,Japan,Asia,Petrol_Price_USD_per_Liter,1.129,19807
2/14/2022,Japan,Asia,Diesel_Price_USD_per_Liter,0.987,19808
2/14/2022,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,1.75,19809
2/14/2022,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,69.23,19810
2/14/2022,Japan,Asia,Geopolitical_Risk_Index,24.2,19811
2/14/2022,Japan,Asia,Tax_Rate_on_Fuel (%),30,19812
2/21/2022,Japan,Asia,Petrol_Price_USD_per_Liter,1.14,19813
2/21/2022,Japan,Asia,Diesel_Price_USD_per_Liter,1.041,19814
2/21/2022,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,1.878,19815
2/21/2022,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,72.15,19816
2/21/2022,Japan,Asia,Geopolitical_Risk_Index,62,19817
2/21/2022,Japan,Asia,Tax_Rate_on_Fuel (%),30,19818
2/28/2022,Japan,Asia,Petrol_Price_USD_per_Liter,1.201,19819
2/28/2022,Japan,Asia,Diesel_Price_USD_per_Liter,1.036,19820
2/28/2022,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,2.005,19821
2/28/2022,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,73.67,19822
2/28/2022,Japan,Asia,Geopolitical_Risk_Index,57.9,19823
2/28/2022,Japan,Asia,Tax_Rate_on_Fuel (%),30,19824
3/7/2022,Japan,Asia,Petrol_Price_USD_per_Liter,1.279,19825
3/7/2022,Japan,Asia,Diesel_Price_USD_per_Liter,1.137,19826
3/7/2022,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,2.675,19827
3/7/2022,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,79.7,19828
3/7/2022,Japan,Asia,Geopolitical_Risk_Index,44.1,19829
3/7/2022,Japan,Asia,Tax_Rate_on_Fuel (%),30,19830
3/14/2022,Japan,Asia,Petrol_Price_USD_per_Liter,1.198,19831
3/14/2022,Japan,Asia,Diesel_Price_USD_per_Liter,1.033,19832
3/14/2022,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,1.91,19833
3/14/2022,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,74.32,19834
3/14/2022,Japan,Asia,Geopolitical_Risk_Index,21.8,19835
3/14/2022,Japan,Asia,Tax_Rate_on_Fuel (%),30,19836
3/21/2022,Japan,Asia,Petrol_Price_USD_per_Liter,1.247,19837
3/21/2022,Japan,Asia,Diesel_Price_USD_per_Liter,1.142,19838
3/21/2022,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,2.012,19839
3/21/2022,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,80.56,19840
3/21/2022,Japan,Asia,Geopolitical_Risk_Index,23.5,19841
3/21/2022,Japan,Asia,Tax_Rate_on_Fuel (%),30,19842
3/28/2022,Japan,Asia,Petrol_Price_USD_per_Liter,1.292,19843
3/28/2022,Japan,Asia,Diesel_Price_USD_per_Liter,1.194,19844
3/28/2022,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,2.008,19845
3/28/2022,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,82.37,19846
3/28/2022,Japan,Asia,Geopolitical_Risk_Index,23.6,19847
3/28/2022,Japan,Asia,Tax_Rate_on_Fuel (%),30,19848
4/4/2022,Japan,Asia,Petrol_Price_USD_per_Liter,1.297,19849
4/4/2022,Japan,Asia,Diesel_Price_USD_per_Liter,1.189,19850
4/4/2022,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,2.312,19851
4/4/2022,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,82.56,19852
4/4/2022,Japan,Asia,Geopolitical_Risk_Index,23,19853
4/4/2022,Japan,Asia,Tax_Rate_on_Fuel (%),30,19854
4/11/2022,Japan,Asia,Petrol_Price_USD_per_Liter,1.244,19855
4/11/2022,Japan,Asia,Diesel_Price_USD_per_Liter,1.185,19856
4/11/2022,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,2.433,19857
4/11/2022,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,82.3,19858
4/11/2022,Japan,Asia,Geopolitical_Risk_Index,58.3,19859
4/11/2022,Japan,Asia,Tax_Rate_on_Fuel (%),30,19860
4/18/2022,Japan,Asia,Petrol_Price_USD_per_Liter,1.306,19861
4/18/2022,Japan,Asia,Diesel_Price_USD_per_Liter,1.16,19862
4/18/2022,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,1.947,19863
4/18/2022,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,78.96,19864
4/18/2022,Japan,Asia,Geopolitical_Risk_Index,21.7,19865
4/18/2022,Japan,Asia,Tax_Rate_on_Fuel (%),30,19866
4/25/2022,Japan,Asia,Petrol_Price_USD_per_Liter,1.331,19867
4/25/2022,Japan,Asia,Diesel_Price_USD_per_Liter,1.138,19868
4/25/2022,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,2.122,19869
4/25/2022,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,82.11,19870
4/25/2022,Japan,Asia,Geopolitical_Risk_Index,25.9,19871
4/25/2022,Japan,Asia,Tax_Rate_on_Fuel (%),30,19872
5/2/2022,Japan,Asia,Petrol_Price_USD_per_Liter,1.32,19873
5/2/2022,Japan,Asia,Diesel_Price_USD_per_Liter,1.139,19874
5/2/2022,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,2.228,19875
5/2/2022,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,81.86,19876
5/2/2022,Japan,Asia,Geopolitical_Risk_Index,62,19877
5/2/2022,Japan,Asia,Tax_Rate_on_Fuel (%),30,19878
5/9/2022,Japan,Asia,Petrol_Price_USD_per_Liter,1.405,19879
5/9/2022,Japan,Asia,Diesel_Price_USD_per_Liter,1.21,19880
5/9/2022,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,2.89,19881
5/9/2022,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,86.43,19882
5/9/2022,Japan,Asia,Geopolitical_Risk_Index,20.9,19883
5/9/2022,Japan,Asia,Tax_Rate_on_Fuel (%),30,19884
5/16/2022,Japan,Asia,Petrol_Price_USD_per_Liter,1.347,19885
5/16/2022,Japan,Asia,Diesel_Price_USD_per_Liter,1.22,19886
5/16/2022,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,2.317,19887
5/16/2022,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,86.32,19888
5/16/2022,Japan,Asia,Geopolitical_Risk_Index,44.8,19889
5/16/2022,Japan,Asia,Tax_Rate_on_Fuel (%),30,19890
5/23/2022,Japan,Asia,Petrol_Price_USD_per_Liter,1.458,19891
5/23/2022,Japan,Asia,Diesel_Price_USD_per_Liter,1.239,19892
5/23/2022,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,2.784,19893
5/23/2022,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,91.85,19894
5/23/2022,Japan,Asia,Geopolitical_Risk_Index,24.2,19895
5/23/2022,Japan,Asia,Tax_Rate_on_Fuel (%),30,19896
5/30/2022,Japan,Asia,Petrol_Price_USD_per_Liter,1.029,19897
5/30/2022,Japan,Asia,Diesel_Price_USD_per_Liter,0.935,19898
5/30/2022,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,2.225,19899
5/30/2022,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,64.65,19900
5/30/2022,Japan,Asia,Geopolitical_Risk_Index,20.3,19901
5/30/2022,Japan,Asia,Tax_Rate_on_Fuel (%),30,19902
6/6/2022,Japan,Asia,Petrol_Price_USD_per_Liter,0.981,19903
6/6/2022,Japan,Asia,Diesel_Price_USD_per_Liter,0.912,19904
6/6/2022,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,1.986,19905
6/6/2022,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,64.22,19906
6/6/2022,Japan,Asia,Geopolitical_Risk_Index,26,19907
6/6/2022,Japan,Asia,Tax_Rate_on_Fuel (%),30,19908
6/13/2022,Japan,Asia,Petrol_Price_USD_per_Liter,0.998,19909
6/13/2022,Japan,Asia,Diesel_Price_USD_per_Liter,0.901,19910
6/13/2022,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,1.675,19911
6/13/2022,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,63.15,19912
6/13/2022,Japan,Asia,Geopolitical_Risk_Index,27.9,19913
6/13/2022,Japan,Asia,Tax_Rate_on_Fuel (%),30,19914
6/20/2022,Japan,Asia,Petrol_Price_USD_per_Liter,0.95,19915
6/20/2022,Japan,Asia,Diesel_Price_USD_per_Liter,0.806,19916
6/20/2022,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,1.942,19917
6/20/2022,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,57.87,19918
6/20/2022,Japan,Asia,Geopolitical_Risk_Index,27.4,19919
6/20/2022,Japan,Asia,Tax_Rate_on_Fuel (%),30,19920
6/27/2022,Japan,Asia,Petrol_Price_USD_per_Liter,0.878,19921
6/27/2022,Japan,Asia,Diesel_Price_USD_per_Liter,0.782,19922
6/27/2022,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,1.694,19923
6/27/2022,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,53.87,19924
6/27/2022,Japan,Asia,Geopolitical_Risk_Index,23.9,19925
6/27/2022,Japan,Asia,Tax_Rate_on_Fuel (%),30,19926
7/4/2022,Japan,Asia,Petrol_Price_USD_per_Liter,0.924,19927
7/4/2022,Japan,Asia,Diesel_Price_USD_per_Liter,0.85,19928
7/4/2022,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,1.582,19929
7/4/2022,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,58.59,19930
7/4/2022,Japan,Asia,Geopolitical_Risk_Index,23.2,19931
7/4/2022,Japan,Asia,Tax_Rate_on_Fuel (%),30,19932
7/11/2022,Japan,Asia,Petrol_Price_USD_per_Liter,0.868,19933
7/11/2022,Japan,Asia,Diesel_Price_USD_per_Liter,0.732,19934
7/11/2022,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,1.622,19935
7/11/2022,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,52.42,19936
7/11/2022,Japan,Asia,Geopolitical_Risk_Index,24.9,19937
7/11/2022,Japan,Asia,Tax_Rate_on_Fuel (%),30,19938
7/18/2022,Japan,Asia,Petrol_Price_USD_per_Liter,0.931,19939
7/18/2022,Japan,Asia,Diesel_Price_USD_per_Liter,0.813,19940
7/18/2022,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,1.737,19941
7/18/2022,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,57.35,19942
7/18/2022,Japan,Asia,Geopolitical_Risk_Index,53.5,19943
7/18/2022,Japan,Asia,Tax_Rate_on_Fuel (%),30,19944
7/25/2022,Japan,Asia,Petrol_Price_USD_per_Liter,0.92,19945
7/25/2022,Japan,Asia,Diesel_Price_USD_per_Liter,0.833,19946
7/25/2022,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,1.879,19947
7/25/2022,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,56.9,19948
7/25/2022,Japan,Asia,Geopolitical_Risk_Index,26,19949
7/25/2022,Japan,Asia,Tax_Rate_on_Fuel (%),30,19950
8/1/2022,Japan,Asia,Petrol_Price_USD_per_Liter,0.806,19951
8/1/2022,Japan,Asia,Diesel_Price_USD_per_Liter,0.712,19952
8/1/2022,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,1.609,19953
8/1/2022,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,50.44,19954
8/1/2022,Japan,Asia,Geopolitical_Risk_Index,20.6,19955
8/1/2022,Japan,Asia,Tax_Rate_on_Fuel (%),30,19956
8/8/2022,Japan,Asia,Petrol_Price_USD_per_Liter,0.763,19957
8/8/2022,Japan,Asia,Diesel_Price_USD_per_Liter,0.649,19958
8/8/2022,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,1.5,19959
8/8/2022,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,46.91,19960
8/8/2022,Japan,Asia,Geopolitical_Risk_Index,21.7,19961
8/8/2022,Japan,Asia,Tax_Rate_on_Fuel (%),30,19962
8/15/2022,Japan,Asia,Petrol_Price_USD_per_Liter,0.815,19963
8/15/2022,Japan,Asia,Diesel_Price_USD_per_Liter,0.748,19964
8/15/2022,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,1.783,19965
8/15/2022,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,51.87,19966
8/15/2022,Japan,Asia,Geopolitical_Risk_Index,53,19967
8/15/2022,Japan,Asia,Tax_Rate_on_Fuel (%),30,19968
8/22/2022,Japan,Asia,Petrol_Price_USD_per_Liter,0.793,19969
8/22/2022,Japan,Asia,Diesel_Price_USD_per_Liter,0.695,19970
8/22/2022,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,1.605,19971
8/22/2022,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,48.38,19972
8/22/2022,Japan,Asia,Geopolitical_Risk_Index,22.6,19973
8/22/2022,Japan,Asia,Tax_Rate_on_Fuel (%),30,19974
8/29/2022,Japan,Asia,Petrol_Price_USD_per_Liter,0.822,19975
8/29/2022,Japan,Asia,Diesel_Price_USD_per_Liter,0.763,19976
8/29/2022,Japan,Asia,Natural_Gas_Price_USD_per_MMBtu,1.512,19977
8/29/2022,Japan,Asia,Crude_Oil_Price_USD_per_Barrel,52.2,19978
8/29/2022,Japan,Asia,Geopolitical_Risk_Index,27,19979
8/29/2022,Japan,Asia,Tax_Rate_on_Fuel (%),30,19980
